filename,composer,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,chord_C:maj,chord_G#:maj,chord_F:maj,chord_G:maj,chord_Bb:maj,chord_Eb:maj,chord_C#:maj,chord_C:min,chord_F:min,chord_A:maj,chord_F#:maj,chord_D:maj,chord_E:maj,chord_Bb:min,chord_A:min,chord_G:min,chord_C#:min,chord_Eb:min,chord_E:min,chord_G#:min,chord_D:min,chord_F#:min,chord_B:min,chord_B:maj,rh_bin_16th,rh_bin_8th,rh_bin_qtr,rh_bin_half,rh_bin_whole,rh_mean_dur,rh_var_dur,rh_mean_ioi,rh_var_ioi
chopin_op23.mid,chopin,0.0859021783806,0.0209617755856966,0.1697492807233867,0.1089190300041101,0.0386354295108919,0.0805589806822852,0.0513769009453349,0.1208384710234278,0.0604192355117139,0.0690505548705302,0.1623510069872585,0.0312371557747636,2,24,4,0,9,29,1,32,6,6,0,16,7,0,11,102,2,2,0,3,6,10,1,0,1.773941635840526,0.6715988491574189,0.1298808055898068,0.0437731196054254,0.0,0.665707631182353,0.524117680972502,0.4766652960526312,1.5705189738651135
haydn_8_1.mid,haydn,0.0941558441558441,0.0227272727272727,0.2597402597402597,0.0,0.0746753246753246,0.0,0.0811688311688311,0.2175324675324675,0.0,0.1233766233766233,0.0,0.1266233766233766,2,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.155844155844156,0.8246753246753247,0.0422077922077922,0.0032467532467532,0.0,0.4053030303030304,0.0584928013905282,0.2853658536585365,0.0518093286623926
beethoven_hammerklavier_1.mid,beethoven,0.099302649930265,0.0357043235704323,0.1391910739191074,0.0822873082287308,0.0460251046025104,0.1129707112970711,0.0733612273361227,0.1210599721059972,0.0276150627615062,0.0839609483960948,0.102370990237099,0.0761506276150627,20,10,20,74,146,60,10,67,17,2,31,48,3,4,10,19,1,19,29,2,16,0,30,13,3.2312412831241284,0.2783821478382148,0.0460251046025104,0.003486750348675,0.0,0.346931659693166,0.060443862833091,0.2949218750000007,1.0810905940949012
haydn_43_1.mid,haydn,0.1252107925801011,0.0733558178752108,0.0476391231028667,0.1922428330522765,0.0071669477234401,0.0990725126475548,0.0080101180438448,0.1091905564924114,0.1825463743676222,0.0033726812816188,0.1399662731871838,0.0122259696458684,4,18,0,0,12,25,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09106239460371,0.1526138279932546,0.107504215851602,0.0217116357504215,0.0,0.5051644182124786,0.1891860184978452,0.3395191902151048,0.1231575269174556
beethoven_waldstein_1.mid,beethoven,0.1110713006091006,0.0299175922608384,0.0840200644930132,0.0700465782873522,0.1216409888928699,0.0610892153350053,0.0524901469007524,0.1171623074166965,0.0643138659978502,0.1028305266929416,0.03099247581512,0.1544249372984593,94,11,74,135,48,0,27,36,19,52,12,9,46,9,77,10,12,22,15,0,14,5,22,16,3.4876388391257613,0.1024722321748477,0.0369043353636689,0.0125403081332855,0.0,0.4202496118475983,0.3296056783683104,0.2754434689123826,0.4385336806770921
mozart_311_3.mid,mozart,0.0174978127734033,0.0997375328083989,0.1614173228346456,0.0083114610673665,0.1496062992125984,0.0039370078740157,0.1268591426071741,0.1019247594050743,0.0301837270341207,0.1675415573053368,0.0087489063867016,0.1242344706911636,3,0,0,27,0,0,0,0,0,52,2,73,12,0,0,0,3,0,12,0,0,12,17,3,3.0201224846894137,0.326334208223972,0.0734908136482939,0.0041557305336832,0.0,0.3852435112277632,0.1181009978617996,0.3606126914660831,0.2747177865347699
chopin_op25_e2.mid,chopin,0.2095959595959595,0.1035353535353535,0.0025252525252525,0.0959595959595959,0.0732323232323232,0.1363636363636363,0.0101010101010101,0.0959595959595959,0.1691919191919192,0.0025252525252525,0.0984848484848484,0.0025252525252525,6,0,0,0,0,2,0,2,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.929113924050633,0.030379746835443,0.0,0.0012658227848101,0.0,0.3400673400673383,0.0080565050051582,0.3468354430379735,0.0300216311488542
mozart_330_2.mid,mozart,0.2022160664819944,0.0554016620498614,0.0623268698060941,0.0526315789473684,0.0720221606648199,0.2673130193905817,0.0083102493074792,0.1038781163434903,0.0415512465373961,0.0498614958448753,0.0609418282548476,0.0235457063711911,62,2,88,0,18,0,10,3,41,0,0,0,0,8,0,9,0,0,0,0,13,0,0,0,2.027700831024931,0.667590027700831,0.1080332409972299,0.0256232686980609,0.0,0.5338180978762695,0.2363813439507076,0.414008321775312,0.1807700174989402
haydn_35_3.mid,haydn,0.134054054054054,0.0021621621621621,0.1491891891891892,0.0421621621621621,0.107027027027027,0.0983783783783783,0.04,0.2194594594594594,0.0227027027027027,0.0821621621621621,0.0162162162162162,0.0864864864864864,44,0,0,19,0,4,0,18,11,0,0,2,0,0,5,0,0,0,14,0,8,0,5,0,1.9848648648648648,0.6291891891891892,0.1383783783783783,0.0254054054054054,0.0,0.6248648648648661,0.3628321889456996,0.5064935064935054,0.2325967232623071
chopin-p10.mid,chopin,0.0,0.0694444444444444,0.0277777777777777,0.1944444444444444,0.1805555555555555,0.0,0.0694444444444444,0.0,0.25,0.1944444444444444,0.0138888888888888,0.0,0,18,0,0,0,0,0,0,0,3,0,2,0,0,0,0,10,0,0,6,0,1,0,0,1.5,0.4444444444444444,0.2361111111111111,0.0833333333333333,0.0,0.8298611111111112,0.5708791473765432,0.7323943661971831,0.3790914501091054
chopin_op53.mid,chopin,0.1136363636363636,0.0811688311688311,0.0438311688311688,0.1461038961038961,0.0405844155844155,0.0957792207792207,0.0503246753246753,0.1233766233766233,0.1071428571428571,0.0324675324675324,0.1331168831168831,0.0324675324675324,33,59,3,9,3,36,31,14,30,3,2,4,77,39,1,6,14,21,0,36,1,0,0,2,3.3790849673202614,0.1699346405228758,0.0604575163398692,0.0049019607843137,0.0,0.3464556277056276,0.0786404857655857,0.8524390243902439,7.021168396236759
chopin_op27_1.mid,chopin,0.0373066424021838,0.2538671519563239,0.0627843494085532,0.0445859872611464,0.0636942675159235,0.0327570518653321,0.0737033666969972,0.021838034576888,0.2411282984531392,0.10828025477707,0.0100090991810737,0.0500454959053685,10,41,5,0,0,0,72,0,4,6,25,1,16,0,2,0,32,2,0,7,0,23,0,4,3.2280701754385963,0.0867959372114496,0.0941828254847645,0.0244690674053554,0.0,0.5256293600242625,0.3270021188185132,0.3328779599271415,0.91809582582673
haydn_33_2.mid,haydn,0.088,0.072,0.16,0.008,0.096,0.124,0.016,0.092,0.02,0.192,0.132,0.0,5,0,22,0,9,2,0,0,0,7,0,3,0,0,0,16,0,0,0,0,21,0,0,0,1.344,0.584,0.328,0.022,0.0,0.7003333333333334,0.2308943333333325,0.9076305220883534,0.9811488255565772
chopin-p7.mid,chopin,0.0,0.0526315789473684,0.2105263157894736,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.1052631578947368,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.631578947368421,0.1052631578947368,0.5789473684210527,0.1052631578947368,0.0,1.118421052631579,0.331371191135734,2.5555555555555554,5.184413580246914
mozart_545_2.mid,mozart,0.0977564102564102,0.03258547008547,0.2216880341880341,0.0219017094017094,0.079059829059829,0.016025641025641,0.0694444444444444,0.1826923076923076,0.0048076923076923,0.1201923076923077,0.0341880341880341,0.1196581196581196,18,0,0,7,0,0,0,3,0,2,0,3,0,0,3,1,0,0,3,0,0,2,12,0,3.623580313683072,0.057328285559762,0.0546241211465657,0.0054083288263926,0.0,0.3338675213675211,0.070824144842576,0.1688936397648316,0.0267929502054052
haydn_8_4.mid,haydn,0.1388888888888889,0.0,0.25,0.0,0.0333333333333333,0.0,0.0555555555555555,0.2444444444444444,0.0,0.1055555555555555,0.0,0.1722222222222222,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0555555555555554,0.4166666666666667,0.0277777777777777,0.0,0.0,0.3256944444444444,0.0284717399691358,0.1991643454038997,0.0153474910964378
beethoven_pathetique_3.mid,beethoven,0.1760939167556029,0.0176093916755602,0.1264674493062967,0.1254002134471718,0.0261472785485592,0.1115261472785485,0.0149413020277481,0.1712913553895411,0.0618996798292422,0.0256136606189967,0.071504802561366,0.071504802561366,7,6,2,19,7,8,4,26,7,0,0,0,0,2,1,2,0,7,0,0,0,0,4,0,1.272145144076841,0.9818569903948772,0.1286019210245464,0.0290821771611526,0.0,0.6217093561010303,0.261115476062114,0.4471436198611888,0.419219313359216
beethoven_pathetique_2.mid,beethoven,0.1007326007326007,0.1025641025641025,0.0293040293040293,0.2307692307692307,0.0293040293040293,0.075091575091575,0.0036630036630036,0.1172161172161172,0.1501831501831501,0.0109890109890109,0.1373626373626373,0.0128205128205128,4,48,8,0,2,32,0,4,12,0,0,0,17,18,0,0,0,0,0,13,0,0,0,0,2.388278388278388,0.4212454212454212,0.1868131868131868,0.0027472527472527,0.0,0.472069597069597,0.1174916671139192,0.2665137614678899,0.1861442171908464
chopin_op10_e05.mid,chopin,0.0909090909090909,0.3246753246753247,0.0,0.0,0.0,0.0129870129870129,0.0909090909090909,0.0,0.2337662337662337,0.0,0.1038961038961039,0.1428571428571428,0,0,0,0,8,0,23,0,0,0,41,0,0,4,0,0,0,5,0,4,0,4,0,12,1.974025974025974,0.7012987012987013,0.0909090909090909,0.0324675324675324,0.0,0.5422077922077922,0.227926294484736,2.138157894736842,18.647944559864555
mozart_570_1.mid,mozart,0.1503340757238307,0.0194877505567928,0.1224944320712694,0.0701559020044543,0.0417594654788418,0.1815144766146993,0.0183741648106904,0.0996659242761692,0.0350779510022271,0.0879732739420935,0.1508908685968819,0.0222717149220489,6,2,26,8,40,22,2,20,2,0,4,10,0,16,4,14,0,0,0,0,4,0,0,0,1.6369710467706011,0.8619153674832962,0.1052338530066815,0.02728285077951,0.0,0.5606440237564958,0.2786124224024275,0.3486494012809802,0.1196716651618526
chopin-p19.mid,chopin,0.0677551020408163,0.0457142857142857,0.0636734693877551,0.1910204081632653,0.0163265306122449,0.1159183673469387,0.04,0.1028571428571428,0.0693877551020408,0.0375510204081632,0.2122448979591836,0.0375510204081632,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9706122448979593,0.0065306122448979,0.0040816326530612,0.0,0.0,0.336870748299315,0.002028303021889,0.1674836601307202,0.0288664349181941
mozart_570_3.mid,mozart,0.1354526606772633,0.0193503800967519,0.1112646855563234,0.0898410504492052,0.0380096751900483,0.156185210780926,0.0207325501036627,0.073255010366275,0.0138217000691085,0.0843123704215618,0.2398064961990325,0.017968210089841,0,8,19,6,64,41,0,5,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,2.3469246717346235,0.6468555632342778,0.0767104353835521,0.0065653075328265,0.0,0.4153420870767105,0.0816950511404477,0.3336791147994467,0.0759853576136009
beethoven_opus10_1.mid,beethoven,0.159547092125579,0.0221307256819351,0.0725681935151827,0.1585177560473494,0.0272774060730828,0.1111682964487905,0.0236747297992794,0.1507977354606278,0.0622748327328872,0.0324240864642305,0.1399897066392177,0.0396294390118373,6,16,0,13,6,20,6,78,16,0,6,2,1,1,0,0,0,3,0,2,0,2,0,0,0.6176016469377251,1.0509521358723624,0.2259392691713844,0.0470921255790015,0.0,0.7999227997941318,0.4743476523005542,0.5938465499485069,0.8203745106102979
beethoven_waldstein_3.mid,beethoven,0.157552973342447,0.0184552289815447,0.1062884483937115,0.0399863294600136,0.1117566643882433,0.0895420369104579,0.0201640464798359,0.2378673957621326,0.0300751879699248,0.0625427204374572,0.0208475734791524,0.1049213943950786,104,26,14,80,8,6,42,24,33,0,4,0,0,13,17,0,0,22,2,3,9,0,0,5,3.4053315105946687,0.17634996582365,0.0567327409432672,0.0018796992481203,0.0,0.3334757347915275,0.052448810131184,0.3618803418803431,4.629465220249915
mozart_332_2.mid,mozart,0.1616379310344827,0.0258620689655172,0.1045258620689655,0.0969827586206896,0.0377155172413793,0.2219827586206896,0.0129310344827586,0.0862068965517241,0.0258620689655172,0.0765086206896551,0.1454741379310344,0.0043103448275862,7,0,26,0,22,5,0,7,0,0,0,0,0,0,1,7,0,0,0,0,4,0,0,0,0.9482758620689656,1.1961206896551724,0.136853448275862,0.0113146551724137,0.0,0.5828843390804596,0.1900515824079924,0.3408845738942825,0.2640715895774487
chopin-p13.mid,chopin,0.0402414486921529,0.158953722334004,0.0100603621730382,0.1086519114688128,0.0321931589537223,0.1187122736418511,0.1750503018108652,0.0221327967806841,0.1267605633802817,0.0020120724346076,0.1227364185110664,0.0824949698189134,0,0,0,0,0,0,14,0,1,0,77,0,2,10,0,0,6,24,0,13,0,0,0,6,0.1770623742454728,1.7223340040241448,0.0261569416498993,0.028169014084507,0.0,0.6846076458752515,0.5684099567222246,0.4470766129032258,0.0547848005820759
mozart_333_3.mid,mozart,0.1245067952652345,0.0149057430951337,0.142481367821131,0.117492327926348,0.0249890398947829,0.1727312582200789,0.0118369136343708,0.0933800964489259,0.0157825515124945,0.0832967996492766,0.1898290223586146,0.008768084173608,2,3,42,3,71,36,0,15,1,0,4,8,0,9,2,11,0,1,1,0,13,1,0,0,1.8707692307692307,0.7367032967032967,0.1323076923076923,0.0134065934065934,0.0,0.5310536314481946,0.2136527989649624,0.3984649122807032,0.2724818052990642
mozart_331_3.mid,mozart,0.0717875089734386,0.091170136396267,0.0839913854989231,0.0229720028715003,0.1435750179468772,0.0380473797559224,0.0473797559224694,0.0143575017946877,0.0775305096913137,0.2907394113424264,0.0028715003589375,0.1155778894472361,16,0,0,8,0,0,0,0,0,72,0,29,28,0,28,0,8,0,12,0,0,12,6,4,3.709978463747308,0.0459440057430007,0.0437903804737975,0.0028715003589375,0.0,0.3004307250538406,0.0440737556101706,0.3189655172413793,0.1030023781212841
chopin_op31.mid,chopin,0.0696686491079014,0.1416029453412631,0.0308694420843953,0.0838289436420277,0.0713678844519966,0.1036533559898045,0.0991220617388841,0.0294534126309827,0.2010761823845936,0.0640045312942509,0.0447465307278391,0.0606060606060606,2,24,18,1,3,0,53,15,24,25,21,18,13,15,0,4,23,18,0,23,0,30,4,14,2.654857142857143,0.3914285714285714,0.1388571428571428,0.0008571428571428,0.0,0.4654488813367315,0.1696305066776145,0.3387393767705382,1.2077316339955375
chopin-p5.mid,chopin,0.0119047619047619,0.0928571428571428,0.1380952380952381,0.0,0.1380952380952381,0.0214285714285714,0.1047619047619047,0.1071428571428571,0.019047619047619,0.2023809523809523,0.05,0.1142857142857142,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,6,0,0,1,0,0,3.857142857142857,0.0714285714285714,0.0,0.0,0.0,0.2591269841269841,0.002165375409423,0.1288782816229117,0.0156099589316533
chopin-p8.mid,chopin,0.0374677002583979,0.1860465116279069,0.0891472868217054,0.0801033591731266,0.045219638242894,0.082687338501292,0.1770025839793281,0.0193798449612403,0.0749354005167958,0.0671834625322997,0.0607235142118863,0.0801033591731266,0,3,1,9,6,0,0,0,1,2,3,2,0,2,1,0,0,7,1,4,1,4,7,13,2.6511627906976742,0.661498708010336,0.0,0.0032299741602067,0.0,0.3934108527131782,0.0900599423111592,0.1723803363518758,0.0330724998749479
haydn_9_2.mid,haydn,0.1922141119221411,0.0036496350364963,0.0656934306569343,0.0340632603406326,0.0961070559610705,0.1970802919708029,0.0,0.1155717761557177,0.0170316301703163,0.1228710462287104,0.1277372262773722,0.0279805352798053,11,0,10,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2.2092457420924574,0.2165450121654501,0.3017031630170316,0.0188564476885644,0.0,0.6326034063260301,0.1989106594206779,0.4220462850182701,0.1403909406104375
chopin-p1.mid,chopin,0.2098765432098765,0.0123456790123456,0.037037037037037,0.0246913580246913,0.1358024691358024,0.0246913580246913,0.0123456790123456,0.2098765432098765,0.0123456790123456,0.2098765432098765,0.0246913580246913,0.0864197530864197,29,0,4,0,1,0,0,7,0,0,0,0,0,0,14,3,0,0,21,0,0,0,3,1,2.108108108108108,0.918918918918919,0.0135135135135135,0.0,0.0,0.4362139917695473,0.0468572710799505,0.41875,0.0979123263888891
mozart_332_3.mid,mozart,0.1791171477079796,0.0220713073005093,0.0814940577249575,0.0369269949066213,0.0700339558573854,0.1642614601018675,0.0229202037351443,0.1434634974533107,0.0292869269949066,0.1099320882852292,0.0938030560271646,0.0466893039049236,50,0,128,8,6,0,2,18,26,0,0,0,0,14,0,18,0,12,0,4,6,0,0,0,2.66044142614601,0.532258064516129,0.0534804753820033,0.0076400679117147,0.0,0.4020585738539898,0.1235869478990434,0.3125132668223307,0.3035462767114359
mozart_332_1.mid,mozart,0.1822358346094946,0.0176110260336906,0.0926493108728943,0.0444104134762634,0.0666156202143951,0.173813169984686,0.0160796324655436,0.1500765696784073,0.0359877488514548,0.1248085758039816,0.0681470137825421,0.0275650842266462,108,4,52,42,28,0,4,28,12,10,0,0,0,0,18,18,0,0,4,0,30,0,0,0,1.445635528330781,0.7120980091883614,0.2480857580398162,0.0172281776416539,0.0,0.6158754466564574,0.220514517751734,0.5262351589429336,0.3742478839317381
chopin_op25_e11.mid,chopin,0.1277533039647577,0.0308370044052863,0.0572687224669603,0.0440528634361233,0.2158590308370044,0.066079295154185,0.039647577092511,0.079295154185022,0.105726872246696,0.1233480176211453,0.013215859030837,0.0969162995594713,28,4,15,5,3,4,2,3,4,2,0,0,27,0,56,5,6,3,24,3,6,0,8,5,1.8844444444444444,0.4266666666666667,0.1822222222222222,0.0488888888888888,0.0,0.8318649045521307,0.8861946131735958,1.7035398230088483,13.990958462770054
beethoven_appass_1.mid,beethoven,0.192297333692432,0.1136547266361432,0.0148128198222461,0.1055750067330999,0.0816051710207379,0.0945327228656073,0.0328575276057096,0.0684082951791004,0.1545919741448963,0.0207379477511446,0.0799892270401292,0.040937247508753,136,59,44,6,0,17,73,5,112,5,18,0,14,40,0,0,10,3,0,22,0,6,6,2,2.4314570428225153,0.5892809049286292,0.069754915162941,0.0110422838674925,0.0,0.4818879612173462,0.2919838761267402,0.4222790948275865,1.0017831857555113
chopin_op35_2.mid,chopin,0.0507042253521126,0.1873239436619718,0.0169014084507042,0.0915492957746478,0.0183098591549295,0.1126760563380281,0.1239436619718309,0.028169014084507,0.1183098591549295,0.0211267605633802,0.1676056338028169,0.0633802816901408,4,21,10,20,7,22,36,3,4,14,136,16,20,30,0,0,2,13,0,39,0,42,2,10,0.0676056338028169,0.8338028169014085,0.4295774647887324,0.0683098591549295,0.0,0.9623239436619718,0.3805347401309263,1.3427362482369534,21.99854032676787
haydn_9_3.mid,haydn,0.2832369942196532,0.0,0.0289017341040462,0.0,0.1156069364161849,0.2312138728323699,0.0,0.1271676300578034,0.0,0.1271676300578034,0.0809248554913294,0.0057803468208092,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.421965317919075,0.1387283236994219,0.0751445086705202,0.0,0.0,0.3236994219653179,0.0411724414447525,0.2739130434782608,0.0459861373660995
chopin-p6.mid,chopin,0.0701754385964912,0.0491228070175438,0.1859649122807017,0.0,0.0736842105263157,0.0105263157894736,0.143859649122807,0.0736842105263157,0.0,0.0140350877192982,0.0596491228070175,0.3192982456140351,20,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,61,0,0.8421052631578947,1.2140350877192982,0.1614035087719298,0.0105263157894736,0.0,0.5859649122807018,0.1461188057863958,0.2658450704225352,0.0552066802221781
chopin-p24.mid,chopin,0.104215456674473,0.0444964871194379,0.1533957845433255,0.0210772833723653,0.1030444964871194,0.1323185011709602,0.0117096018735363,0.0807962529274004,0.0679156908665105,0.2236533957845433,0.0269320843091334,0.0304449648711943,1,1,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,2.740046838407494,0.4426229508196721,0.0784543325526932,0.0076112412177985,0.0,0.4153005464480874,0.1447418235412061,0.2672919109026964,0.0728985279181538
beethoven_opus10_2.mid,beethoven,0.1272727272727272,0.0896969696969696,0.029090909090909,0.263030303030303,0.0169696969696969,0.0703030303030303,0.0096969696969696,0.0884848484848484,0.1587878787878787,0.0218181818181818,0.0933333333333333,0.0315151515151515,0,103,0,0,0,39,14,5,1,0,0,0,3,8,0,3,0,0,0,4,0,0,0,0,1.5806060606060606,0.4290909090909091,0.2654545454545454,0.0618181818181818,0.0,0.8125252525252502,0.4417724109784769,0.5388349514563107,0.6234918465453827
chopin_op66.mid,chopin,0.058252427184466,0.1803051317614424,0.0097087378640776,0.1393897364771151,0.0728155339805825,0.0447295423023578,0.1154646324549237,0.0180305131761442,0.2083911234396671,0.073509015256588,0.0450762829403606,0.0343273231622746,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3.711511789181692,0.0783633841886269,0.0187239944521497,0.0060679611650485,0.0,0.3439089227924221,0.0891931345620897,0.1871892704358881,0.0158090227576557
mozart_331_1.mid,mozart,0.0401854714064915,0.1143740340030912,0.0933539412673879,0.0250386398763523,0.3032457496136012,0.0154559505409582,0.0608964451313755,0.0037094281298299,0.0559505409582689,0.1792890262751159,0.0086553323029366,0.0998454404945904,0,0,0,0,0,0,0,0,0,287,0,10,134,0,36,0,15,0,0,4,12,10,24,0,3.295208655332303,0.2596599690880989,0.0414219474497681,0.0024729520865533,0.0,0.3316589386913962,0.0574010260436632,0.2934446505875077,0.1237868219381539
haydn_7_3.mid,haydn,0.1632088520055325,0.0,0.2019363762102351,0.0138312586445366,0.0995850622406639,0.0636237897648686,0.0082987551867219,0.293222683264177,0.0,0.0414937759336099,0.0,0.1147994467496542,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.876595744680851,0.3744680851063829,0.0936170212765957,0.0,0.0,0.3609958506224066,0.0508714840768351,0.2271468144044321,0.0504934290457156
